actuate	composite	0	3	1	1	6	6	3	3	3	1	2.7
actuate	construction	0	5	6	4	6	8	2	3	4	3	4.1
actuate	excavate	0	2	4	3	8	8	5	5	6	3	4.4
actuate	force	2	5	8	6	10	9	9	8	3	6	6.6
actuate	fuel_rod	0	9	4	4	8	2	1	4	5	1	3.8
actuate	geological	0	2	1	1	1	6	1	6	2	1	2.1
actuate	layer	0	2	6	3	0	5	4	8	3	1	3.2
actuate	material	0	5	4	3	6	5	6	0	6	2	3.7
actuate	mining	0	2	2	6	8	5	3	7	7	2	4.2
actuate	neutron_flux	4	8	3	3	6	1	5	8	6	2	4.6
actuate	nuclear	0	8	9	6	7	2	3	9	9	2	5.5
actuate	oilfield	0	2	8	6	6	5	2	8	4	2	4.3
actuate	polymer	0	4	1	2	8	4	3	6	3	2	3.3
actuate	reactor_core	2	9	9	5	9	7	4	10	7	1	6.3
actuate	reinforce	0	6	7	5	9	7	2	3	2	1	4.2
actuate	rigidity	0	1	6	2	0	8	3	7	4	3	3.4
actuate	structure	0	1	7	2	6	9	3	4	1	5	3.8
composite	construction	6	7	6	7	9	6	9	10	9	6	7.5
composite	layer	10	8	9	2	6	8	10	10	8	8	7.9
composite	polymer	10	10	9	8	9	8	8	10	9	9	9.0
composite	reinforce	5	3	8	0	8	7	9	10	8	5	6.3
composite	rigidity	3	8	9	3	8	7	9	9	8	7	7.1
composite	structure	10	10	10	9	9	7	10	10	10	6	9.1
computer	actuate	0	2	9	4	9	8	2	8	7	6	5.5
computer	composite	0	4	0	0	8	4	5	9	4	4	3.8
computer	construction	0	8	1	3	7	7	8	8	8	2	5.2
computer	excavate	0	1	1	2	3	6	3	4	5	1	2.6
computer	execute	5	9	8	6	8	8	1	9	9	10	7.3
computer	force	0	6	2	1	0	4	4	8	9	1	3.5
computer	fuel_rod	0	1	8	0	6	3	4	0	3	1	2.6
computer	geological	0	1	3	0	6	7	2	8	9	5	4.1
computer	layer	2	8	8	3	7	8	7	9	3	5	6.0
computer	material	0	7	8	1	9	5	3	6	7	3	4.9
computer	mechanical	0	9	6	3	7	8	4	4	8	1	5.0
computer	mining	5	10	9	6	8	8	8	8	9	1	7.2
computer	neutron_flux	3	2	2	3	6	4	8	6	4	0	3.8
computer	nuclear	0	6	2	0	6	7	3	5	8	3	4.0
computer	oilfield	0	1	3	0	7	3	3	4	4	2	2.7
computer	polymer	0	1	6	0	7	6	2	4	6	5	3.7
computer	reactor_core	0	3	1	0	9	5	5	9	7	1	4.0
computer	reinforce	0	7	7	6	6	7	2	8	8	1	5.2
computer	rigidity	0	4	9	0	6	6	2	2	8	1	3.8
computer	structure	3	9	6	1	7	8	7	8	9	3	6.1
computer	thermal	0	4	10	1	6	7	2	7	7	6	5.0
excavate	composite	0	5	3	2	5	6	2	3	4	2	3.2
excavate	construction	10	6	9	6	9	8	8	10	10	8	8.4
excavate	fuel_rod	1	1	3	3	0	1	4	5	4	0	2.2
excavate	geological	0	10	10	7	9	8	8	10	9	7	7.8
excavate	layer	0	8	8	3	8	7	7	9	8	4	6.2
excavate	material	5	8	7	3	9	6	5	9	8	6	6.6
excavate	neutron_flux	0	2	4	3	0	2	2	0	0	0	1.3
excavate	nuclear	0	6	7	3	3	5	2	2	6	0	3.4
excavate	oilfield	0	10	9	8	9	8	6	9	2	6	6.7
excavate	polymer	0	9	3	3	0	3	2	2	3	1	2.6
excavate	reactor_core	0	1	7	6	2	2	3	1	3	1	2.6
excavate	reinforce	0	4	1	2	6	8	2	4	6	5	3.8
excavate	rigidity	0	2	1	1	9	6	3	7	6	3	3.8
excavate	structure	0	5	9	2	6	8	7	7	9	6	5.9
execute	actuate	0	5	9	6	7	7	7	8	6	4	5.9
execute	composite	0	1	0	3	0	1	2	4	4	1	1.6
execute	construction	2	1	5	7	7	8	7	7	8	3	5.5
execute	excavate	0	1	5	1	9	7	5	2	3	2	3.5
execute	force	0	8	8	5	6	9	7	10	4	1	5.8
execute	fuel_rod	0	8	1	3	7	6	3	3	3	1	3.5
execute	geological	0	1	1	3	0	1	4	3	1	0	1.4
execute	layer	0	8	2	3	0	4	6	2	3	3	3.1
execute	material	0	2	4	2	6	8	4	3	2	1	3.2
execute	mechanical	3	1	9	4	6	9	3	5	4	2	4.6
execute	mining	1	10	9	1	6	6	3	3	6	1	4.6
execute	neutron_flux	0	4	7	2	6	4	2	6	4	0	3.5
execute	nuclear	0	9	4	3	6	7	3	8	6	3	4.9
execute	oilfield	0	6	1	3	6	1	3	3	3	1	2.7
execute	polymer	0	1	9	3	3	3	2	3	2	0	2.6
execute	reactor_core	0	9	4	3	6	2	3	8	6	1	4.2
execute	reinforce	0	1	6	8	8	8	2	3	3	2	4.1
execute	rigidity	0	3	3	3	7	6	2	7	4	2	3.7
execute	structure	0	2	2	2	3	7	8	7	4	1	3.6
execute	thermal	0	1	3	2	0	7	3	7	9	3	3.5
force	composite	2	3	6	2	8	3	7	7	6	6	5.0
force	construction	2	9	9	3	9	8	3	10	10	8	7.1
force	excavate	0	9	7	2	9	6	6	7	7	4	5.7
force	fuel_rod	0	9	2	3	2	6	2	8	4	3	3.9
force	geological	0	9	3	4	9	6	4	6	3	4	4.8
force	layer	0	5	1	2	7	7	2	8	2	4	3.8
force	material	3	7	9	2	7	7	8	10	10	5	6.8
force	mining	0	8	8	3	8	6	5	8	6	2	5.4
force	neutron_flux	0	2	4	3	6	8	6	8	4	4	4.5
force	nuclear	3	9	10	7	9	8	7	10	7	7	7.7
force	oilfield	0	6	7	3	7	5	2	8	7	2	4.7
force	polymer	2	5	9	5	7	7	7	7	6	5	6.0
force	reactor_core	0	9	9	3	8	7	4	8	2	3	5.3
force	reinforce	5	9	9	8	9	8	8	10	9	8	8.3
force	rigidity	3	8	10	8	8	7	7	9	5	7	7.2
force	structure	3	7	9	5	9	8	8	10	10	9	7.8
fuel_rod	composite	3	8	3	5	7	7	3	2	7	6	5.1
fuel_rod	construction	0	9	9	3	6	6	8	6	2	0	4.9
fuel_rod	layer	0	7	3	2	7	6	5	5	4	3	4.2
fuel_rod	material	5	9	7	4	9	7	7	7	9	6	7.0
fuel_rod	neutron_flux	0	6	3	2	9	8	8	1	7	8	5.2
fuel_rod	polymer	2	7	3	4	6	4	2	6	6	1	4.1
fuel_rod	reactor_core	6	10	2	2	10	8	8	2	10	9	6.7
fuel_rod	reinforce	0	9	8	2	2	6	3	7	2	3	4.2
fuel_rod	rigidity	0	1	8	3	7	5	1	9	6	1	4.1
fuel_rod	structure	3	7	8	3	9	6	7	6	2	2	5.3
geological	composite	0	9	1	8	9	6	10	8	7	3	6.1
geological	construction	0	10	3	8	8	8	3	10	8	3	6.1
geological	fuel_rod	1	8	1	2	0	5	3	8	4	0	3.2
geological	layer	0	10	9	6	10	8	9	10	9	7	7.8
geological	material	3	9	8	7	9	7	8	10	7	8	7.6
geological	neutron_flux	0	3	7	5	0	7	3	2	0	1	2.8
geological	nuclear	4	9	3	5	6	9	3	6	8	0	5.3
geological	polymer	0	7	0	8	8	1	2	4	6	0	3.6
geological	reactor_core	5	8	6	7	5	3	4	8	2	1	4.9
geological	reinforce	0	8	1	0	8	6	4	9	6	4	4.6
geological	rigidity	3	7	9	6	9	7	2	8	4	3	5.8
geological	structure	5	10	10	8	9	7	7	10	9	3	7.8
hardware	actuate	4	3	9	7	6	8	3	1	6	6	5.3
hardware	composite	3	7	3	3	9	7	6	9	7	2	5.6
hardware	computer	5	10	10	9	10	8	9	10	9	10	9.0
hardware	construction	4	1	10	3	9	8	9	4	7	7	6.2
hardware	excavate	0	1	6	2	8	7	2	3	2	1	3.2
hardware	execute	4	7	5	4	7	8	5	3	7	9	5.9
hardware	force	1	6	8	2	8	7	3	5	4	1	4.5
hardware	fuel_rod	5	1	8	2	9	4	6	0	5	1	4.1
hardware	geological	0	0	1	0	6	6	4	1	2	1	2.1
hardware	layer	3	8	9	2	8	7	5	8	4	6	6.0
hardware	material	0	5	10	5	9	7	5	10	7	4	6.2
hardware	mechanical	3	9	9	4	9	9	3	6	8	6	6.6
hardware	mining	1	6	2	1	8	7	9	7	6	2	4.9
hardware	neutron_flux	0	1	1	0	6	4	2	4	3	1	2.2
hardware	nuclear	0	2	8	0	6	6	1	3	6	1	3.3
hardware	oilfield	0	1	1	2	8	6	2	4	1	1	2.6
hardware	polymer	0	1	3	3	8	7	5	8	3	6	4.4
hardware	reactor_core	0	3	7	1	10	7	7	7	4	1	4.7
hardware	reinforce	2	9	9	1	8	7	3	7	1	1	4.8
hardware	rigidity	3	2	9	3	8	8	7	8	3	6	5.7
hardware	structure	5	9	8	2	9	9	7	9	7	3	6.8
hardware	thermal	0	4	9	0	6	6	2	9	6	6	4.8
layer	construction	2	10	9	4	8	8	9	10	7	6	7.3
layer	polymer	3	9	9	5	8	8	9	8	9	8	7.6
layer	reinforce	5	5	8	2	7	7	8	8	7	6	6.3
layer	rigidity	0	9	8	5	6	5	7	9	3	6	5.8
layer	structure	3	9	9	8	10	8	8	10	8	7	8.0
material	composite	7	9	10	9	10	9	9	10	9	8	9.0
material	construction	3	10	9	9	9	8	8	10	10	7	8.3
material	layer	3	6	9	7	10	8	9	9	7	8	7.6
material	polymer	6	10	10	10	10	8	9	10	10	8	9.1
material	reinforce	5	8	9	1	8	7	9	10	10	6	7.3
material	rigidity	0	8	7	7	9	8	9	10	10	8	7.6
material	structure	5	9	8	8	9	7	9	10	10	8	8.3
mechanical	actuate	3	3	10	7	8	9	6	6	4	8	6.4
mechanical	composite	1	7	6	9	7	5	8	10	8	3	6.4
mechanical	construction	3	10	7	9	9	8	9	10	9	5	7.9
mechanical	excavate	1	6	9	2	9	7	7	7	8	6	6.2
mechanical	force	4	10	8	9	9	9	9	10	10	8	8.6
mechanical	fuel_rod	0	9	7	7	4	7	3	8	4	1	5.0
mechanical	geological	3	7	2	6	9	7	5	9	6	1	5.5
mechanical	layer	2	9	7	6	3	6	8	7	7	6	6.1
mechanical	material	5	9	7	8	9	8	9	10	8	6	7.9
mechanical	mining	0	8	5	5	7	8	8	9	2	6	5.8
mechanical	neutron_flux	0	7	2	3	2	2	2	2	3	0	2.3
mechanical	nuclear	0	9	7	5	5	7	6	7	6	3	5.5
mechanical	oilfield	0	7	4	7	7	7	2	8	6	6	5.4
mechanical	polymer	5	7	2	9	6	7	8	9	7	6	6.6
mechanical	reactor_core	0	9	8	6	6	6	3	2	7	2	4.9
mechanical	reinforce	2	9	8	3	9	7	8	10	8	5	6.9
mechanical	rigidity	5	9	7	9	6	8	9	9	7	7	7.6
mechanical	structure	3	10	9	9	9	9	9	10	9	7	8.4
mechanical	thermal	3	8	3	6	8	8	7	9	8	7	6.7
mining	composite	0	8	6	6	9	7	4	8	4	7	5.9
mining	construction	0	9	6	9	8	8	7	9	7	7	7.0
mining	excavate	0	10	10	9	10	8	8	10	9	8	8.2
mining	fuel_rod	0	6	7	2	6	6	3	8	2	1	4.1
mining	geological	10	9	10	8	9	8	9	10	9	7	8.9
mining	layer	0	10	3	5	8	7	6	9	8	4	6.0
mining	material	0	10	1	3	6	3	8	8	9	4	5.2
mining	neutron_flux	0	3	1	2	0	2	4	4	2	0	1.8
mining	nuclear	0	8	1	3	3	6	5	3	7	6	4.2
mining	oilfield	3	10	9	8	9	8	9	9	10	8	8.3
mining	polymer	0	9	3	2	7	4	2	1	4	2	3.4
mining	reactor_core	0	9	8	2	0	5	3	7	4	1	3.9
mining	reinforce	0	8	4	1	1	7	1	8	7	7	4.4
mining	rigidity	0	2	7	2	9	5	3	9	4	5	4.6
mining	structure	0	9	2	5	7	8	9	7	7	6	6.0
neutron_flux	composite	0	7	8	2	1	5	4	2	3	1	3.3
neutron_flux	construction	4	5	4	3	3	6	3	2	1	0	3.1
neutron_flux	layer	1	6	1	2	2	7	3	1	6	5	3.4
neutron_flux	material	0	8	3	5	3	6	3	7	4	2	4.1
neutron_flux	polymer	0	3	8	2	1	5	3	4	4	0	3.0
neutron_flux	reactor_core	0	8	8	3	8	9	9	10	8	7	7.0
neutron_flux	reinforce	0	5	3	1	3	7	2	1	2	0	2.4
neutron_flux	rigidity	0	6	4	2	0	4	2	4	1	1	2.4
neutron_flux	structure	0	6	2	2	3	6	3	6	2	0	3.0
nuclear	composite	0	9	4	4	6	8	5	8	8	1	5.3
nuclear	construction	0	10	7	3	6	8	6	8	9	0	5.7
nuclear	fuel_rod	0	10	4	3	10	8	8	2	10	8	6.3
nuclear	layer	0	9	4	4	9	7	5	7	4	4	5.3
nuclear	material	10	9	6	7	9	8	7	8	10	8	8.2
nuclear	neutron_flux	0	10	8	7	10	9	9	10	4	9	7.6
nuclear	polymer	0	8	1	3	5	4	2	4	6	3	3.6
nuclear	reactor_core	4	7	10	7	9	9	9	10	10	8	8.3
nuclear	reinforce	0	9	10	1	6	7	2	6	6	3	5.0
nuclear	rigidity	0	6	8	2	2	5	3	7	5	2	4.0
nuclear	structure	2	9	6	8	9	7	7	7	9	4	6.8
oilfield	composite	0	9	1	1	8	8	1	7	3	2	4.0
oilfield	construction	3	9	7	7	8	8	7	9	7	8	7.3
oilfield	fuel_rod	2	8	7	6	7	6	6	8	9	0	5.9
oilfield	geological	9	10	4	7	10	8	6	10	10	7	8.1
oilfield	layer	0	10	5	4	8	8	7	5	4	0	5.1
oilfield	material	2	9	3	7	10	6	3	7	8	3	5.8
oilfield	neutron_flux	0	4	3	2	6	1	1	3	2	1	2.3
oilfield	nuclear	0	9	7	3	7	6	3	6	6	0	4.7
oilfield	polymer	0	9	4	3	9	5	6	3	3	2	4.4
oilfield	reactor_core	4	9	2	4	7	3	3	3	5	1	4.1
oilfield	reinforce	0	1	7	8	7	2	3	6	7	3	4.4
oilfield	rigidity	0	2	8	2	0	4	3	7	6	3	3.5
oilfield	structure	0	7	2	4	6	7	2	8	7	7	5.0
polymer	construction	5	9	7	3	9	6	9	9	8	6	7.1
polymer	reinforce	7	7	3	0	8	8	8	8	8	6	6.3
polymer	rigidity	3	7	7	8	9	7	6	9	9	8	7.3
polymer	structure	4	10	9	10	10	8	9	9	8	8	8.5
reactor_core	composite	0	9	3	4	7	6	5	8	3	2	4.7
reactor_core	construction	3	8	9	5	9	8	7	7	1	3	6.0
reactor_core	layer	0	8	8	4	8	8	5	4	2	3	5.0
reactor_core	material	2	10	9	7	9	6	7	9	5	3	6.7
reactor_core	polymer	3	8	0	4	8	5	3	3	5	2	4.1
reactor_core	reinforce	2	9	4	2	3	7	6	7	4	4	4.8
reactor_core	rigidity	0	5	9	4	6	6	3	9	3	0	4.5
reactor_core	structure	3	9	8	5	8	1	8	7	2	1	5.2
reinforce	construction	6	8	10	2	10	8	8	10	10	9	8.1
reinforce	rigidity	0	9	9	3	10	7	8	6	9	7	6.8
reinforce	structure	6	8	10	2	9	7	7	10	10	8	7.7
rigidity	construction	4	9	9	7	10	7	7	9	9	7	7.8
rigidity	structure	0	9	10	10	8	8	9	9	9	8	8.0
software	actuate	3	2	6	5	6	8	4	6	7	7	5.4
software	composite	0	4	0	1	7	2	5	2	8	1	3.0
software	computer	10	10	10	10	10	9	9	10	10	10	9.8
software	construction	0	9	7	2	7	8	9	9	9	3	6.3
software	excavate	0	1	1	3	3	1	2	1	5	3	2.0
software	execute	3	8	8	7	9	8	9	8	9	9	7.8
software	force	0	5	0	0	5	2	3	3	8	1	2.7
software	fuel_rod	0	1	0	1	6	1	3	0	4	0	1.6
software	geological	0	1	0	0	6	3	4	6	8	2	3.0
software	hardware	5	10	10	4	9	8	8	10	10	9	8.3
software	layer	1	10	9	4	6	8	9	7	5	6	6.5
software	material	3	4	8	0	3	1	3	1	3	0	2.6
software	mechanical	3	4	6	2	8	7	4	7	8	5	5.4
software	mining	5	7	8	6	7	8	9	2	6	1	5.9
software	neutron_flux	0	1	0	2	3	3	6	8	7	1	3.1
software	nuclear	0	1	7	1	2	6	3	9	7	1	3.7
software	oilfield	0	1	0	0	6	1	3	1	3	0	1.5
software	polymer	0	1	0	0	3	1	3	2	7	0	1.7
software	reactor_core	0	1	0	0	8	2	4	5	4	2	2.6
software	reinforce	0	8	1	6	6	8	2	3	7	1	4.2
software	rigidity	0	1	0	0	0	7	2	3	3	1	1.7
software	structure	4	9	9	7	8	8	10	10	10	2	7.7
software	thermal	0	1	3	0	5	7	2	4	5	7	3.4
structure	construction	10	9	10	8	9	9	9	10	10	8	9.2
thermal	actuate	0	9	8	3	5	7	7	7	9	4	5.9
thermal	composite	0	9	9	7	8	8	9	9	8	7	7.4
thermal	construction	0	5	6	3	8	8	2	8	7	5	5.2
thermal	excavate	0	7	4	3	1	4	3	3	2	5	3.2
thermal	force	0	7	7	3	8	8	6	9	6	7	6.1
thermal	fuel_rod	0	7	3	3	9	7	7	4	9	6	5.5
thermal	geological	10	10	9	3	10	7	8	8	1	6	7.2
thermal	layer	0	9	7	2	8	8	5	7	6	6	5.8
thermal	material	1	8	10	6	10	7	8	7	7	7	7.1
thermal	mining	2	10	3	4	3	3	3	9	6	3	4.6
thermal	neutron_flux	0	9	8	3	6	7	5	3	8	4	5.3
thermal	nuclear	10	10	8	7	10	8	6	7	9	8	8.3
thermal	oilfield	0	10	9	6	8	7	4	7	3	4	5.8
thermal	polymer	0	7	9	4	9	5	7	7	6	7	6.1
thermal	reactor_core	0	10	8	3	10	9	2	9	9	7	6.7
thermal	reinforce	0	3	9	1	7	8	8	8	5	6	5.5
thermal	rigidity	0	6	1	4	8	7	3	6	7	5	4.7
thermal	structure	0	9	7	6	8	8	7	8	8	5	6.6
